timestamp,pos_x,pos_y,heading_deg,sog_kts,rot_deg_min,u_mps,v_mps,r_rad_s,control_rpm,control_rudder_deg
0.0,0.0,1000.0,0.0,7.999974599680001,0.0,4.115552,0.0,0.0,50.0,0.0
0.1,0.4115384953481834,999.9999998327097,359.999999416624,7.999649887976789,-0.0003500255738987142,4.115384953481834,-1.6729025712783782e-06,-1.0181831217858812e-07,50.0,0.0
0.2,0.8230602901715385,999.9999994934523,359.99999825557086,7.999325256497024,-0.0006966318961221314,4.115217948233585,-3.3506736690633475e-06,-2.0264200436237185e-07,50.0,0.0
0.30000000000000004,1.2345653885958792,999.9999989775989,359.9999965224935,7.99900070521799,-0.0010398463970510284,4.115050984243562,-5.033246888841222e-06,-3.0247905572567833e-07,50.0,0.0
0.4,1.6460537947458451,999.9999982805684,359.9999942229997,7.998676234116973,-0.001379696296279142,4.114884061500074,-6.7205563867886585e-06,-4.0133738412737026e-07,50.0,0.0
0.5,2.0575255127449017,999.999997397827,359.999991362652,7.998351843171272,-0.0017162086041720272,4.1147171799914375,-8.412536875388459e-06,-4.992248465642994e-07,50.0,0.0
0.6,2.468980546715342,999.9999963248877,359.9999879469685,7.998027532358196,-0.002049410123415238,4.114550339705972,-1.0109123619078047e-05,-5.961492396216539e-07,50.0,0.0
0.7,2.880418900778285,999.9999950573101,359.9999839814227,7.997703301655067,-0.002379327450552035,4.114383540632005,-1.181025242993056e-05,-6.921182999202597e-07,50.0,0.0
0.7999999999999999,3.2918405790536776,999.9999935907001,359.9999794714444,7.9973791510392065,-0.0027059869775105903,4.114216782757866,-1.351585966336857e-05,-7.871397045608259e-07,50.0,0.0
0.8999999999999999,3.7032455856602953,999.9999919207092,359.9999744224196,7.997055080487958,-0.0030294148931207963,4.1140500660718935,-1.5225882213909657e-05,-8.812210715651669e-07,50.0,0.0
0.9999999999999999,4.114633924715741,999.9999900430344,359.99996883969095,7.996731089978668,-0.00334963718462066,4.113883390562427,-1.6940257510944277e-05,-9.743699603143947e-07,50.0,0.0
1.0999999999999999,4.526005600336447,999.9999879534175,359.9999627285582,7.996407179488692,-0.003666679639152487,4.113716756217814,-1.86589235145453e-05,-1.0665938719841415e-06,50.0,0.0
1.2,4.937360616637674,999.9999856476454,359.9999560942785,7.996083348995397,-0.003980567845248609,4.113550163026404,-2.0381818711308905e-05,-1.1579002499767392e-06,50.0,0.0
1.3,5.348698977733514,999.9999831215489,359.9999489420665,7.995759598476162,-0.00429132719430715,4.1133836109765545,-2.2108882110226984e-05,-1.2482964803505038e-06,50.0,0.0
1.4000000000000001,5.76002068773689,999.9999803710028,359.99994127709505,7.995435927908369,-0.004598982882057455,4.113217100056627,-2.384005323859033e-05,-1.3377898922460104e-06,50.0,0.0
1.5000000000000002,6.171325750759551,999.9999773919258,359.9999331044952,7.995112337269416,-0.004903559910015561,4.113050630254986,-2.557527213792311e-05,-1.4263877583094735e-06,50.0,0.0
1.6000000000000003,6.582614170912082,999.9999741802793,359.99992442935667,7.994788826536707,-0.005205083086929576,4.112884201560005,-2.731447935994758e-05,-1.5140972951131887e-06,50.0,0.0
1.7000000000000004,6.993885952303898,999.999970732068,359.9999152567283,7.9944653956876595,-0.005503577030215065,4.11271781396006,-2.905761596257954e-05,-1.6009256635730722e-06,50.0,0.0
1.8000000000000005,7.405141099043245,999.9999670433391,359.999905591618,7.994142044699694,-0.005799066167380535,4.112551467443532,-3.080462350595383e-05,-1.6868799693633153e-06,50.0,0.0
1.9000000000000006,7.816379615237203,999.9999631101817,359.99989543899346,7.9938187735502435,-0.006091574737443083,4.112385161998805,-3.255544404847983e-05,-1.7719672633281815e-06,50.0,0.0
2.0000000000000004,8.227601504991684,999.999958928727,359.99988480378215,7.993495582216754,-0.006381126792334182,4.112218897614273,-3.4310020142926886e-05,-1.8561945418909322e-06,50.0,0.0
2.1000000000000005,8.638806772411435,999.9999544951474,359.9998736908718,7.993172470676675,-0.006667746198295761,4.112052674278331,-3.6068294832539135e-05,-1.9395687474599294e-06,50.0,0.0
2.2000000000000006,9.049995421600034,999.9999498056567,359.99986210511076,7.992849438907472,-0.006951456637266543,4.11188649197938,-3.783021164717983e-05,-2.0220967688319056e-06,50.0,0.0
2.3000000000000007,9.461167456659895,999.9999448565093,359.9998500513081,7.992526486886608,-0.007232281608258776,4.111720350705825,-3.9595714599505034e-05,-2.1037854415924395e-06,50.0,0.0
2.400000000000001,9.87232288169227,999.9999396440003,359.999837534234,7.992203614591573,-0.007510244428725321,4.111554250446078,-4.136474818116565e-05,-2.184641548513624e-06,50.0,0.0
2.500000000000001,10.28346170079724,999.9999341644647,359.99982455862033,7.991880821999852,-0.007785368235917207,4.111388191188555,-4.313725735903883e-05,-2.2646718199489654e-06,50.0,0.0
2.600000000000001,10.694583918073727,999.9999284142774,359.9998111291604,7.991558109088947,-0.008057675988231806,4.111222172921675,-4.491318757148761e-05,-2.3438829342255478e-06,50.0,0.0
2.700000000000001,11.105689537619488,999.9999223898529,359.9997972505096,7.991235475836362,-0.008327190466551466,4.111056195633864,-4.669248472464901e-05,-2.4222815180334304e-06,50.0,0.0
2.800000000000001,11.516778563531116,999.9999160876448,359.99978292728576,7.990912922219619,-0.008593934275572855,4.110890259313553,-4.847509518875038e-05,-2.499874146812334e-06,50.0,0.0
2.9000000000000012,11.927850999904042,999.9999095041454,359.9997681640694,7.990590448216241,-0.008857929845126929,4.110724363949176,-5.026096579445338e-05,-2.576667345135605e-06,50.0,0.0
